index,address,city,state,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,longitude
25981,Balfour Point Drive,west palm beach - boca raton,fl,33411.0,Homeowners Community,2,False,False,False,False,False,False,26.7041363,-80.1731694
25982,East Geneva Street,orlando,fl,34761.0,Public,3,False,False,False,False,False,False,28.5600334,-81.5363002
25983,West Green Mountain Drive,denver,co,80228.0,Public,2,False,False,False,False,False,False,39.6910153,-105.14807
25984,Buffalo Ranch Cross Country Course,denver,co,80305.0,Public,12,False,False,False,False,False,False,39.979977,-105.2325654
25985,Bankhead Highway Northwest,atlanta,ga,30318.0,Public,2,False,False,False,False,False,False,33.7742781,-84.4399309
25986,Latham Court,new york,ny,7039.0,Homeowners Community,1,False,False,False,False,False,False,40.7685249,-74.3423796
25987,Timber Ridge Drive,new york,ny,11741.0,Homeowners Community,2,False,False,False,False,False,False,40.7954555,-73.0600047
25988,Medfield Place,atlanta,ga,30097.0,Homeowners Community,2,False,False,False,False,True,False,34.0251788,-84.118216
25989,Street,detroit,mi,48192.0,Public,2,False,False,False,False,False,False,42.2220106,-83.1706721
25990,Greenwood View Drive,cleveland,oh,44129.0,Homeowners Community,2,False,False,False,False,False,False,41.3766556,-81.7443323
25991,Rhode Island Avenue,washington,dc,20705.0,Public,1,False,False,False,False,False,False,39.020259,-76.9206476
25992,Azalea Garden Road,norfolk-virginia beach,va,23518.0,Public,6,False,False,False,False,True,False,36.9106467,-76.2122869
25993,Robert Moses Causeway,new york,ny,11706.0,Public,7,False,True,False,False,True,False,40.7318523,-73.284677
25994,Fellows Avenue,los angeles,ca,91342.0,Public,2,False,False,False,False,True,False,34.3083668,-118.4470797
25995,Palos Verdes Drive East,los angeles,ca,90275.0,Public,6,False,True,False,False,False,False,33.7552536,-118.3295667
25996,Blackberry Lane,san francisco - oakland - san jose,ca,94564.0,Homeowners Community,1,False,False,False,False,False,False,38.007466,-122.3130548
25997,Northseal Square,san francisco - oakland - san jose,ca,95014.0,Homeowners Community,2,False,False,False,False,False,False,37.3361798,-122.0269597
25998,Avenue Southeast,seattle,wa,98027.0,Homeowners Community,2,False,False,False,False,False,False,47.5603469,-122.0818806
25999,North Street,seattle,wa,98403.0,Public,4,False,False,False,False,False,False,47.2658126,-122.4499118
26000,San Juan Avenue,new york,ny,11507.0,Public,2,False,False,False,False,False,False,40.7648845,-73.65067
26001,North Street,miami-fort lauderdale,fl,33021.0,Public,2,False,False,False,False,False,False,26.0397796,-80.1712704
26002,East Pleasant Run Road,dallas - fort worth,tx,75104.0,Public,4,False,False,False,False,True,False,32.6021176,-96.9145095
26003,DC Country Club Boulevard,miami-fort lauderdale,fl,33442.0,Homeowners Community,1,False,False,False,False,True,False,26.3204503,-80.1468623
26004,Bent Trail Drive,dallas - fort worth,tx,76092.0,Homeowners Community,4,False,True,False,False,True,False,32.9253653,-97.1544063
26005,Main Street,houston - galveston - brazoria,tx,77568.0,Public,2,False,False,False,False,True,False,29.3594925,-95.0028455
26006,Pinehurst Drive,west palm beach - boca raton,fl,33413.0,Public,6,False,True,False,False,False,False,26.6473436,-80.1558423
26007,Frederick Road,washington,dc,20871.0,Public,6,False,False,False,False,False,False,39.223512,-77.261736
26008,Tumbling River Drive,orlando,fl,34711.0,Homeowners Community,1,False,False,False,False,True,False,28.4987923,-81.6896957
26009,Whitaker Avenue,philadelphia,pa,19111.0,Public,4,False,False,False,False,True,False,40.0567401,-75.076822
26010,Manley Lane,nashville,tn,37027.0,Public,4,False,False,False,False,True,False,36.0089435,-86.880596
26011,Munsee Lane,indianapolis,in,46260.0,Public,6,False,False,False,False,False,False,39.8840231,-86.181646
26012,Publishers Parkway,rochester,ny,14580.0,Public,7,False,True,False,False,False,False,43.2186878,-77.470908
26013,Rubber Avenue,new york,ny,6770.0,Public,3,False,False,False,False,True,False,41.4921128,-73.073694
26014,Harrison Street,chicago,il,46407.0,Public,4,False,False,False,False,False,False,41.5787755,-87.345557
26015,Lake Parkway,milwaukee,wi,53207.0,Public,2,False,False,False,False,False,False,42.9853822,-87.886387
26016,Avenue South,seattle,wa,98148.0,Homeowners Community,1,False,False,False,False,False,False,47.4397572,-122.3359179
26017,Gettysburg Lane,washington,dc,20740.0,Public,1,False,True,False,False,False,False,39.0055099,-76.9462654
26018,Putnam Avenue,new york,ny,11221.0,Public,1,False,False,False,False,False,False,40.6966238,-73.910779
26019,Joanna Avenue,chicago,il,60099.0,Public,2,False,False,False,False,False,False,42.4579971,-87.852221
26020,Thornapple Lane Northwest,atlanta,ga,30152.0,Homeowners Community,3,False,False,False,False,True,False,33.9885715,-84.7079051
26021,South Parker Road,denver,co,80014.0,Homeowners Community,2,False,True,False,False,False,False,39.6583806,-104.8520994
26022,Walcott Road,chicago,il,60504.0,Homeowners Community,1,False,False,False,False,False,False,41.7338529,-88.2642031
26023,Hampton Cross Northwest,atlanta,ga,30093.0,Homeowners Community,1,False,False,False,False,False,False,33.9042954,-84.182117
26024,Emerson Street,cleveland,oh,44264.0,Public,3,False,True,False,False,True,False,41.2390364,-81.560483
26025,East Street,cleveland,oh,44055.0,Public,5,False,False,False,False,False,False,41.4296318,-82.1175456
26026,Shallowford Road Northeast,atlanta,ga,30075.0,Homeowners Community,2,False,False,False,False,False,False,34.0262903,-84.409622
26027,King Louis Court,cincinnati,oh,45255.0,Homeowners Community,1,False,False,False,False,False,False,39.0715869,-84.3384469
26028,North University Boulevard,cincinnati,oh,45042.0,Public,3,False,False,False,False,False,False,39.5251137,-84.3624151
26029,West Wood Harbor Court,richmond-petersburg,va,23231.0,Homeowners Community,1,False,False,False,False,True,False,37.5229587,-77.3562384
26030,South East,salt lake city,ut,84117.0,Homeowners Community,1,False,False,False,False,True,False,40.6577468,-111.8541455
26031,East Cumberland Street,raleigh-durham-chapel hill,nc,28334.0,Public,1,False,False,False,False,False,False,35.2914573,-78.5969317
26032,Emerald Point Drive,charlotte,nc,28278.0,Homeowners Community,2,False,True,False,False,True,False,35.1626523,-81.0037851
26033,Pony Lane,new york,ny,8822.0,Homeowners Community,2,False,False,False,False,False,False,40.4962112,-74.8669016
26034,Bellewood Court,louisville,ky,47150.0,Homeowners Community,1,False,False,False,False,False,False,38.3095041,-85.7923222
26035,Manning Boulevard,albany,ny,12210.0,Public,3,False,False,False,False,True,False,42.6642295,-73.7530982
26036,Parkview Lane,los angeles,ca,92612.0,Homeowners Community,3,False,True,False,False,True,False,33.6694166,-117.8261268
26037,North Street,phoenix,az,85260.0,Homeowners Community,1,False,False,False,False,True,False,33.5888565,-111.8839717
26038,Natural Bridges Drive,san francisco - oakland - san jose,ca,95060.0,Public,2,False,False,False,False,False,False,36.9577624,-122.058835
26039,Nobel Drive,san diego,ca,92037.0,Homeowners Community,2,False,False,False,False,True,False,32.8672693,-117.2336805
26040,Southwest Street,miami-fort lauderdale,fl,33157.0,Public,2,False,True,False,False,False,False,25.6199747,-80.3212595
26041,Marrow Bone Spring,dallas - fort worth,tx,76014.0,Public,4,False,True,False,False,True,False,32.6992359,-97.1107936
26042,Northwest Street,miami-fort lauderdale,fl,33442.0,Homeowners Community,2,False,False,False,False,True,False,26.3207965,-80.1271749
26043,Street,miami-fort lauderdale,fl,33160.0,Homeowners Community,1,False,False,False,False,False,False,25.9373994,-80.1289129
26044,Pinelakes Boulevard,houston - galveston - brazoria,tx,77379.0,Homeowners Community,2,False,False,False,False,True,False,30.0675016,-95.5090374
26045,Street Northeast,washington,dc,20018.0,Public,5,False,True,False,False,False,False,38.935528,-76.976641
26046,Avenue Northeast,minneapolis-st. paul,mn,55313.0,Public,8,False,False,False,False,False,False,45.1909672,-93.870717
26047,Hays Road,pittsburgh,pa,15241.0,Public,1,False,False,False,False,False,False,40.3038021,-80.077173
26048,Monroe Community College,rochester,ny,14623.0,Public,8,False,False,False,False,True,False,43.0995022,-77.605415
26049,Lakefront Trail,chicago,il,60649.0,Public,4,False,False,False,False,True,False,41.7674707,-87.562352
26050,Green Lake Trail,seattle,wa,98115.0,Public,2,False,False,False,False,False,False,47.6812953,-122.3426664
26051,Red Fox Lane,wilmington-newark,de,19711.0,Homeowners Community,1,False,False,False,False,False,False,39.7202844,-75.702002
26052,Chinaberry Drive,atlanta,ga,30076.0,Homeowners Community,2,False,False,False,False,False,False,34.0550772,-84.356246
26053,Martin Field Drive Southeast,atlanta,ga,30045.0,Homeowners Community,2,False,False,False,False,True,False,33.9596998,-83.9431751
26054,Cobble Mill Lane,atlanta,ga,30021.0,Homeowners Community,2,False,False,False,False,True,False,33.8161387,-84.2391407
26055,Lilac Lane,boston,ma,3820.0,Homeowners Community,1,False,False,False,False,False,False,43.1783462,-70.9022641
26056,Union Street,boston,ma,1440.0,Public,2,False,True,False,False,True,False,42.5569607,-71.9824326
26057,Weld Street,boston,ma,1702.0,Homeowners Community,2,False,False,False,False,False,False,42.2688381,-71.4020348
26058,East Dorothy Lane,dayton-springfield,oh,45429.0,Homeowners Community,1,False,False,False,False,False,False,39.7037199,-84.1342986
26059,Sandhill Road,las vegas,nv,89110.0,Public,8,False,False,False,False,False,False,36.1791247,-115.0900376
26060,Swansea Road,columbus,oh,43221.0,Public,4,False,False,False,False,False,False,40.0233998,-83.0859411
26061,Canterbury Drive,los angeles,ca,90230.0,Homeowners Community,3,False,False,False,False,True,False,33.9818194,-118.3844984
26062,Northeast Place,seattle,wa,98008.0,Public,7,False,True,False,False,False,False,47.6280619,-122.1242702
26063,South Street,seattle,wa,98198.0,Homeowners Community,1,False,False,False,False,True,False,47.4164946,-122.2944188
26064,Watt Avenue,sacramento-yolo,ca,95864.0,Homeowners Community,4,False,False,False,False,False,False,38.5725367,-121.3823819
26065,Western Park Drive,baltimore,md,21209.0,Homeowners Community,1,False,False,False,False,False,False,39.3671428,-76.6737556
26066,Driftwood Street,houston - galveston - brazoria,tx,77521.0,Homeowners Community,2,False,False,False,False,True,False,29.7732201,-94.9943107
26067,Seagate Drive,tampa-st. petersburg-clearwater,fl,34685.0,Homeowners Community,1,False,False,False,False,True,False,28.0655806,-82.7090156
26068,Neighborly Drive,orlando,fl,32707.0,Homeowners Community,2,False,False,False,False,False,False,28.6601602,-81.291267
26069,Winderley Place,orlando,fl,32751.0,Homeowners Community,2,False,False,False,False,True,False,28.6381048,-81.394583
26070,Pavilion Road,orlando,fl,34746.0,Homeowners Community,2,False,False,False,False,False,False,28.1679388,-81.4375842
26071,Beckett Road,austin-san marcos,tx,78749.0,Public,2,False,False,False,False,True,False,30.2120903,-97.8629708
26072,Painter Way,san antonio,tx,78240.0,Homeowners Community,1,False,False,False,False,True,False,29.5074645,-98.5965657
26073,Manor Road,new york,ny,7044.0,Public,3,False,False,False,False,True,False,40.8273763,-74.245004
26074,Sullivan Lane,chicago,il,60484.0,Public,2,False,True,False,False,True,False,41.4410535,-87.678612
26075,North Seymour Avenue,chicago,il,60060.0,Public,1,False,False,False,False,False,False,42.2646916,-88.002888
26076,Delano Drive Northeast,atlanta,ga,30317.0,Public,2,False,False,False,False,True,False,33.7549324,-84.3213022
26077,West Way,denver,co,80003.0,Homeowners Community,1,False,False,False,False,False,False,39.8499178,-105.0757688
26078,Winder Drive,new york,ny,8807.0,Homeowners Community,2,False,False,False,False,False,False,40.5811062,-74.6669483
26079,Ridgeway Drive,new york,ny,10533.0,Homeowners Community,2,False,False,False,False,False,False,41.0392335,-73.8603008
26080,Rouge Gateway Trail,detroit,mi,,Public,10,False,True,False,False,False,False,42.322128,-83.2378614
26081,Mill Street,boston,ma,1030.0,Public,5,False,False,False,False,False,False,42.0722172,-72.6457429
26082,Sandra Lane,raleigh-durham-chapel hill,nc,27615.0,Homeowners Community,2,False,False,False,False,False,False,35.8842085,-78.6410165
26083,Cottonville Road,dayton-springfield,oh,45335.0,Public,6,False,False,False,False,False,False,39.6577033,-83.7567079
26084,Broad Meadows Boulevard,columbus,oh,43214.0,Homeowners Community,2,False,False,False,False,False,False,40.0746562,-83.0336487
26085,West Olive Street,kansas city,mo,64083.0,Public,2,False,False,False,False,False,False,38.8013901,-94.4594729
26086,Milburn Road,st. louis,mo,63129.0,Public,4,False,False,False,False,False,False,38.4736916,-90.3217578
26087,South Morgan Street,st. louis,mo,63383.0,Public,2,False,False,False,False,True,False,38.8081289,-91.1509573
26088,South Avenue,phoenix,az,85339.0,Public,8,False,False,False,False,True,False,33.3736976,-112.1834993
26089,Bluewater Lane,los angeles,ca,92649.0,Homeowners Community,2,False,False,False,False,False,False,33.7131936,-118.0622041
26090,East Onyx Avenue,phoenix,az,85028.0,Homeowners Community,2,False,False,False,False,False,False,33.5771566,-111.9880307
26091,Apartment,phoenix,az,85251.0,Homeowners Community,2,False,False,False,False,True,False,33.4788561,-111.9374871
26092,Covey Road,san francisco - oakland - san jose,ca,95436.0,Public,4,False,True,False,False,False,False,38.4794787,-122.8897297
26093,Mystra Point,san diego,ca,92130.0,Homeowners Community,1,False,False,False,False,True,False,32.9622264,-117.1849716
26094,Northwest Avenue,miami-fort lauderdale,fl,33321.0,Homeowners Community,1,False,False,False,False,False,False,26.2078338,-80.2826357
26095,Trinity Village Lane,raleigh-durham-chapel hill,nc,27607.0,Homeowners Community,2,False,False,False,False,True,False,35.7972093,-78.7313855
26096,Johnson Pond Road,raleigh-durham-chapel hill,nc,27526.0,Homeowners Community,2,False,True,False,False,False,False,35.6327879,-78.7446678
26097,West Holland Drive,dallas - fort worth,tx,75062.0,Public,1,False,False,False,False,True,False,32.8390229,-96.9466853
26098,Cantura Drive,dallas - fort worth,tx,75181.0,Public,2,False,False,False,False,False,False,32.7414703,-96.5669489
26099,Northwest Avenue,miami-fort lauderdale,fl,33313.0,Homeowners Community,2,False,False,False,False,True,False,26.1626893,-80.2212775
26100,Patino Road,dallas - fort worth,tx,76112.0,Public,2,False,False,False,False,False,False,32.7390574,-97.1884663
26101,South Freeway,houston - galveston - brazoria,tx,77021.0,Public,2,False,False,False,False,True,False,29.7087538,-95.3761125
26102,Southern Hill Drive,memphis,tn,38125.0,Homeowners Community,1,False,False,False,False,False,False,35.0162022,-89.7896075
26103,Brevard Avenue,west palm beach - boca raton,fl,33405.0,Public,9,False,True,False,False,True,False,26.6514574,-80.05512
26104,North Old Glebe Road,washington,dc,22207.0,Public,1,False,False,False,False,True,False,38.921606,-77.125558
26105,Whitechurch Court,washington,dc,20874.0,Public,2,False,True,False,False,False,False,39.195281,-77.27431
26106,Mechanic Street,houston - galveston - brazoria,tx,77550.0,Public,7,False,True,False,False,True,False,29.312475,-94.7714996
26107,Avenue,tampa-st. petersburg-clearwater,fl,33706.0,Public,1,False,False,False,False,True,False,27.6933466,-82.736299
26108,Lamb Road,san antonio,tx,78240.0,Homeowners Community,1,False,False,False,False,True,False,29.5076979,-98.5941088
26109,Hay Road,philadelphia,pa,19056.0,Public,6,False,False,False,False,False,False,40.1660516,-74.883552
26110,Peony Avenue,pittsburgh,pa,15229.0,Public,2,False,False,False,False,False,False,40.5234069,-80.056487
26111,Malory Street,denver,co,80026.0,Public,2,False,False,False,False,False,False,39.9864036,-105.08328
26112,Lewis Lane,chicago,il,60189.0,Public,3,False,False,False,False,False,False,41.8400491,-88.110222
26113,Pleasant Avenue,new york,ny,7023.0,Public,2,False,False,False,False,False,False,40.647564,-74.389296
26114,U.S.,louisville,ky,40222.0,Homeowners Community,1,False,False,False,False,True,False,38.2909724,-85.6284177
26115,Glencliff Road,nashville,tn,37211.0,Homeowners Community,2,False,False,False,False,True,False,36.1049596,-86.7223191
26116,Nature Trail Drive,indianapolis,in,46038.0,Homeowners Community,1,False,False,False,False,True,False,39.9461056,-86.0215437
26117,James Court,chicago,il,60044.0,Homeowners Community,6,False,True,False,False,False,False,42.2900484,-87.854383
26118,West Street,chicago,il,60638.0,Public,2,False,False,False,False,True,False,41.8132427,-87.752223
26119,Ironbridge Parkway,richmond-petersburg,va,23831.0,Homeowners Community,2,False,False,False,False,False,False,37.3606921,-77.4851775
26120,Juniper Drive,albany,ny,12054.0,Homeowners Community,2,False,False,False,False,False,False,42.6070846,-73.848145
26121,Melville Drive,detroit,mi,48307.0,Homeowners Community,1,False,False,False,False,False,False,42.6265466,-83.0942345
26122,Weathervane Lane,cleveland,oh,44313.0,Homeowners Community,3,False,False,False,False,True,False,41.1360598,-81.5521467
26123,Harbor Court,norfolk-virginia beach,va,23704.0,Homeowners Community,2,False,False,False,False,False,False,36.8395151,-76.2959397
26124,Appaloosa Drive,norfolk-virginia beach,va,23693.0,Homeowners Community,1,False,False,False,False,False,False,37.1033157,-76.4066291
26125,Sunnyslope Drive,los angeles,ca,91754.0,Public,2,False,False,False,False,True,False,34.0461524,-118.1514359
26126,Wells Street,kansas city,mo,64085.0,Public,4,False,False,False,False,False,False,39.2766085,-93.9637256
26127,Victoria Street,los angeles,ca,91739.0,Public,8,False,False,False,False,False,False,34.1293376,-117.5084889
26128,Escala Drive,san diego,ca,92128.0,Homeowners Community,4,False,False,False,False,True,False,33.0328353,-117.0747221
26129,West Street,los angeles,ca,90503.0,Homeowners Community,1,False,False,False,False,True,False,33.857961,-118.3691508
26130,Chemin Clinet,los angeles,ca,92591.0,Homeowners Community,1,False,False,False,False,True,False,33.5209501,-117.0970273
26131,North Street,san diego,ca,92019.0,Public,6,False,True,False,False,False,False,32.7978268,-116.9184029
26132,Hillsdale Boulevard,sacramento-yolo,ca,95842.0,Public,6,False,False,False,False,False,False,38.6785751,-121.3503456
26133,Hillside Drive,san diego,ca,91913.0,Homeowners Community,2,False,False,False,False,False,False,32.6558163,-116.9827759
26134,Stribling Way,west palm beach - boca raton,fl,33414.0,Public,6,False,False,False,False,False,False,26.6341385,-80.2020943
26135,Alpine Ridge Drive,st. louis,mo,63021.0,Homeowners Community,2,False,False,False,False,False,False,38.564509,-90.5080855
26136,Smokey Drive,tampa-st. petersburg-clearwater,fl,34669.0,Homeowners Community,1,False,False,False,False,True,False,28.3438439,-82.6070032
26137,Black Lake Boulevard,orlando,fl,34787.0,Homeowners Community,2,False,False,False,False,True,False,28.5236814,-81.6054314
26138,Waverly Court,austin-san marcos,tx,78729.0,Public,3,False,False,False,False,True,False,30.4683816,-97.7838349
26139,South Street,nashville,tn,37206.0,Public,2,False,False,False,False,True,False,36.1704295,-86.735456
26140,North Park Street,milwaukee,wi,53080.0,Public,2,False,True,False,False,True,False,43.3825167,-87.941232
26141,Whihala Beach Bike Trail,chicago,il,46394.0,Public,5,False,False,False,False,False,False,41.682648,-87.489012
26142,South Street,milwaukee,wi,53220.0,Public,4,False,True,False,False,False,False,42.9763244,-88.012536
26143,Belshire Trail,atlanta,ga,30019.0,Homeowners Community,2,False,False,False,False,True,False,34.0386135,-83.9167392
26144,Colquitt Road,atlanta,ga,30350.0,Homeowners Community,2,False,False,False,False,True,False,33.9777091,-84.3467402
26145,Island Ford Road,atlanta,ga,30518.0,Homeowners Community,2,False,False,False,False,True,False,34.145828,-84.0730155
26146,West Mile Road,detroit,mi,48374.0,Public,12,False,False,False,False,False,False,42.4824629,-83.5291278
26147,Royal Ridge Way,atlanta,ga,30215.0,Homeowners Community,2,False,False,False,False,False,False,33.4187978,-84.4565499
26148,East Franklin Street,detroit,mi,49236.0,Public,2,False,True,False,False,True,False,42.0705766,-83.9694178
26149,Middle Street,boston,ma,2184.0,Public,4,False,False,False,False,False,False,42.2187132,-70.9895968
26150,Range Road,boston,ma,3087.0,Public,6,False,False,False,False,False,False,42.795196,-71.2758851
26151,Broadneck Crossing Road,baltimore,md,21040.0,Public,4,False,True,False,False,False,False,39.421989,-76.2848568
26152,North Brayton Road,providence,ri,2878.0,Public,4,False,False,False,False,False,False,41.6294937,-71.1649811
26153,New Hyde Park Road,new york,ny,11042.0,Public,6,False,False,False,False,True,False,40.7571725,-73.688103
26154,Rivertown Parkway,grand rapids,mi,49418.0,Homeowners Community,2,False,False,False,False,False,False,42.8823323,-85.7693946
26155,Hilltop Drive,grand rapids,mi,49319.0,Public,4,False,True,False,False,False,False,43.2193055,-85.5466962
26156,New Forest Drive,las vegas,nv,89147.0,Public,2,False,False,False,False,True,False,36.1061992,-115.251689
26157,Home Road,columbus,oh,43065.0,Public,8,False,False,False,False,False,False,40.1996418,-83.0998242
26158,Remington Boulevard,st. louis,mo,63303.0,Homeowners Community,1,False,False,False,False,True,False,38.7872498,-90.5489945
26159,Westbrooke Village Drive,st. louis,mo,63021.0,Homeowners Community,1,False,False,False,False,False,False,38.5684517,-90.5133641
26160,Oregon Street,san francisco - oakland - san jose,ca,94703.0,Public,3,False,False,False,False,True,False,37.8567702,-122.2717488
26161,Mesa College Drive,san diego,ca,92111.0,Public,8,False,False,False,False,False,False,32.800361,-117.1617758
26162,West Freeway,dallas - fort worth,tx,76107.0,Public,4,False,True,False,False,False,False,32.7312452,-97.3865783
26163,Memorial Drive,houston - galveston - brazoria,tx,77079.0,Homeowners Community,1,False,False,False,False,True,False,29.7720048,-95.6110954
26164,East Capitol Street Northeast,washington,dc,20019.0,Public,2,False,False,False,False,False,False,38.890169,-76.92134
26165,Wilcox Lane,washington,dc,20906.0,Public,6,False,True,False,False,False,False,39.066864,-77.03752
26166,Columbia Pike,washington,dc,20866.0,Public,4,False,False,False,False,False,False,39.08717,-76.947311
26167,Fernwood Road,baltimore,md,21030.0,Public,3,False,False,False,False,False,False,39.47203,-76.628351
26168,Valencia Club Drive,tampa-st. petersburg-clearwater,fl,33598.0,Homeowners Community,6,True,False,False,False,True,False,27.7321797,-82.3276699
26169,Kent Place,orlando,fl,34741.0,Homeowners Community,2,False,False,False,False,True,False,28.3233373,-81.420933
26170,Saint Johns Court,orlando,fl,32792.0,Homeowners Community,1,False,False,False,False,True,False,28.5891662,-81.3056195
26171,Tiger Drive,wilmington-newark,de,21901.0,Public,6,False,False,False,False,False,False,39.6928233,-75.970802
26172,South Street,new york,ny,7103.0,Public,4,False,False,False,False,True,False,40.7360392,-74.208118
26173,South Kendall Boulevard,denver,co,80128.0,Public,2,False,True,False,False,True,False,39.5917771,-105.06516
26174,Oak Leaf Trail,milwaukee,wi,53209.0,Public,4,False,True,False,False,False,False,43.157954,-87.957787
26175,Thomasville Lane,chicago,il,60014.0,Public,1,False,False,False,False,False,False,42.1916446,-88.353949
26176,Field Way Northeast,atlanta,ga,30329.0,Public,2,False,False,False,False,False,False,33.8487927,-84.3284798
26177,Break Water Cove,new york,ny,7750.0,Homeowners Community,1,False,False,False,False,False,False,40.3408936,-73.9765799
26178,Herrington Road,atlanta,ga,30044.0,Homeowners Community,2,False,False,False,False,True,False,33.9589967,-84.0800214
26179,Little Mack Avenue,detroit,mi,48081.0,Public,4,False,True,False,False,False,False,42.4985388,-82.9082179
26180,Somerset Drive,cleveland,oh,44133.0,Homeowners Community,1,False,False,False,False,False,False,41.3267865,-81.7697918
26181,Dedham Street,boston,ma,2030.0,Public,4,False,True,False,False,True,False,42.2477557,-71.2698877
26182,Rockland Street,boston,ma,3801.0,Public,6,False,True,False,False,True,False,43.071529,-70.7572317
26183,Young Street,boston,ma,2171.0,Public,2,False,False,False,False,True,False,42.2800315,-71.0310638
26184,Fort Sumter Road,raleigh-durham-chapel hill,nc,27606.0,Homeowners Community,1,False,False,False,False,False,False,35.7725264,-78.7247014
26185,North Mud Island Road,memphis,tn,38103.0,Homeowners Community,2,False,False,False,False,True,False,35.1731944,-90.0535262
26186,Colt Drive,las vegas,nv,89002.0,Public,2,False,False,False,False,True,False,36.0087266,-114.9339652
26187,Eddleston Drive,los angeles,ca,91326.0,Public,4,False,False,False,False,True,False,34.2855879,-118.5331678
26188,Place,los angeles,ca,92399.0,Public,2,False,False,False,False,False,False,34.0097676,-117.058382
26189,Sparkler Drive,los angeles,ca,92649.0,Homeowners Community,2,False,False,False,False,False,False,33.7282302,-118.0703795
26190,Amber Ridge Lane,san francisco - oakland - san jose,ca,95687.0,Homeowners Community,2,False,False,False,False,False,False,38.3455354,-121.9600332
26191,Northwest Street,miami-fort lauderdale,fl,33028.0,Public,4,False,False,False,False,True,False,26.0159188,-80.3468692
26192,Arthur Lamb Junior Road,miami-fort lauderdale,fl,33149.0,Homeowners Community,2,False,False,False,False,True,False,25.684096,-80.1583099
26193,South Kimball Avenue,dallas - fort worth,tx,76092.0,Public,2,False,False,False,False,False,False,32.9377921,-97.1194732
26194,Chapel Creek Boulevard,dallas - fort worth,tx,75034.0,Public,6,False,True,False,False,True,False,33.1286387,-96.8210077
26195,Indian Creek Drive,dallas - fort worth,tx,76262.0,Public,2,False,False,False,False,False,False,32.9998909,-97.1790719
26196,Naaman Forest Boulevard,dallas - fort worth,tx,75040.0,Public,6,False,True,False,False,False,False,32.9587606,-96.6389287
26197,Northeast Street,miami-fort lauderdale,fl,33160.0,Homeowners Community,2,False,False,False,False,True,False,25.9439697,-80.1443624
26198,Mullins Drive,houston - galveston - brazoria,tx,77096.0,Public,2,False,True,False,False,False,False,29.6826467,-95.4878962
26199,Falconwing Drive,houston - galveston - brazoria,tx,77381.0,Public,2,False,False,False,False,True,False,30.1737173,-95.5181623
26200,East Texas Avenue,houston - galveston - brazoria,tx,77520.0,Public,8,False,False,False,False,True,False,29.7352407,-94.9788988
26201,North Flagler Drive,west palm beach - boca raton,fl,33407.0,Public,3,False,False,False,False,True,False,26.7351858,-80.0502598
26202,Good Day Drive,houston - galveston - brazoria,tx,77459.0,Homeowners Community,1,False,True,False,False,True,False,29.5972206,-95.5660665
26203,Kingston Cove Lane,houston - galveston - brazoria,tx,77318.0,Public,4,False,False,False,False,True,False,30.4035736,-95.5649507
26204,Pigeon Cay,west palm beach - boca raton,fl,33411.0,Homeowners Community,6,False,False,False,False,True,False,26.7147841,-80.1769137
26205,Summerfield Way,tampa-st. petersburg-clearwater,fl,33510.0,Homeowners Community,1,False,False,False,False,True,False,27.9476396,-82.2846365
26206,Old Orchard Lane,orlando,fl,32809.0,Homeowners Community,2,False,False,False,False,True,False,28.4804234,-81.3686702
26207,Glen Mont Drive,san antonio,tx,78239.0,Homeowners Community,1,False,True,False,False,True,False,29.5212826,-98.3461869
26208,Abbott Avenue,dallas - fort worth,tx,75205.0,Public,1,False,True,False,False,True,False,32.8266453,-96.7891109
26209,Prospect Avenue,new york,ny,7656.0,Public,2,False,False,False,False,True,False,41.0207803,-74.028346
26210,South Muskegon Avenue,chicago,il,60617.0,Public,6,False,False,False,False,False,False,41.7313068,-87.556099
26211,A Street,buffalo-niagara falls,ny,14043.0,Public,4,False,False,False,False,True,False,42.9051345,-78.705936
26212,Royal Lane,dallas - fort worth,tx,76209.0,Public,2,False,True,False,False,False,False,33.2382568,-97.1135187
26213,Highway,new york,ny,12566.0,Public,6,False,False,False,False,True,False,41.6040995,-74.308143
26214,Lake Pointe Drive,new york,ny,11953.0,Homeowners Community,1,False,False,False,False,False,False,40.8794593,-72.9323745
26215,South Eagle Street,denver,co,80014.0,Homeowners Community,2,False,False,False,False,True,False,39.6538376,-104.8157394
26216,Freeman Road,atlanta,ga,30062.0,Homeowners Community,2,False,False,False,False,False,False,34.0211151,-84.4211662
26217,Charity Way,atlanta,ga,30083.0,Public,4,False,False,False,False,True,False,33.8002528,-84.1711092
26218,Rome Street,atlanta,ga,30179.0,Public,4,False,False,False,False,True,False,33.7442186,-85.0322163
26219,Bois D Arc Avenue,dallas - fort worth,tx,75407.0,Public,2,False,True,False,False,True,False,33.1758143,-96.4943361
26220,East Street,cleveland,oh,44106.0,Public,2,False,False,False,False,False,False,41.5201698,-81.6021216
26221,Quest Court,philadelphia,pa,8051.0,Homeowners Community,2,False,False,False,False,False,False,39.7868238,-75.181911
26222,West Street,cleveland,oh,44130.0,Homeowners Community,1,False,False,False,False,False,False,41.3725013,-81.7831492
26223,Holbrook Road,boston,ma,2171.0,Public,5,False,False,False,False,True,False,42.2702195,-71.0313642
